epoch,acc,loss,val_acc,val_loss
100,0.6876589222912538,0.8451325061108742,0.6571468375758163,0.9337556732169231
101,0.6853599916423283,0.8453818290326375,0.6579827250096418,0.9349611937152739
102,0.6881814065317221,0.8449152489557897,0.6585399832988589,0.9340245164048542
103,0.6848026751234529,0.8415744403357905,0.6575647812927291,0.9344859783547806
104,0.6830958932759624,0.845415827724236,0.6579827250096418,0.9344478579874854
105,0.6861263018586369,0.8443416127686366,0.6575647812927291,0.9341169517994857
106,0.6871364380549378,0.8436233406675793,0.6581220395819461,0.9345983088132763
107,0.6896443623961058,0.8394408976547131,0.6571468375758163,0.9347615675130373
108,0.6859173081622418,0.8439949106666012,0.6575647812927291,0.9336099496755337
109,0.6821554216452994,0.8470485771980034,0.6581220395819461,0.9344651588791757
